category,status,mls_number,price,listing_class,property_type,address,city,zip,area,bedrooms,full_baths,half_baths,hoa_monthly
price_change,ACTIVE,2605668,"$321,390",RESIDENTIAL,Detached,689 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,4,2,0,$65
price_change,ACTIVE,2605659,"$323,890",RESIDENTIAL,Detached,446 Blissful Ln.,Little River,29566,04B Little River Area--North of Hwy 9,4,2,0,$65
price_change,ACTIVE,2605393,"$324,990",RESIDENTIAL,Detached,550 Silver Pidgeon St,Aynor,29511,13A Aynor Area--North of Rt 22 & West of 410,4,3,0,$72
price_change,ACTIVE,2606297,"$324,990",RESIDENTIAL,Detached,205 Evergreen St.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,3,2,0,$103
price_change,ACTIVE,2527226,"$325,000",RESIDENTIAL,Detached,1701-K Edge Dr.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,3,2,0,$200
price_change,ACTIVE,2607278,"$325,355",RESIDENTIAL,Detached,508 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,4,3,0,$89
price_change,ACTIVE,2606537,"$326,990",RESIDENTIAL,Detached,2821 Tranquility Loop,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$95
price_change,ACTIVE,2601111,"$328,640",RESIDENTIAL,Detached,500 Blissful Dr,Little River,29566,04B Little River Area--North of Hwy 9,4,2,0,$65
price_change,ACTIVE,2526446,"$328,900",RESIDENTIAL,Detached,435 Rollins Dr.,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$95
price_change,ACTIVE,2606291,"$328,990",RESIDENTIAL,Detached,126 Jasmine Dr.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,3,2,0,$103
price_change,ACTIVE,2606020,"$330,000",RESIDENTIAL,Detached,314 Box Elder Way,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$93
price_change,ACTIVE,2528138,"$330,000",RESIDENTIAL,Detached,4101 Rockwood Dr.,Conway,29526,21A Conway central between 501 & 701 / north of 501,3,2,0,$31
price_change,ACTIVE,2601770,"$331,315",RESIDENTIAL,Detached,743 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,4,2,1,$65
price_change,SOLD-INNER OFFICE,2524026,"$333,205",RESIDENTIAL,Detached,1156 Oak Meadow Dr.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,4,2,1,$126
price_change,ACTIVE,2606859,"$334,900",RESIDENTIAL,Detached,802 Knobcone Ct.,Myrtle Beach,29579,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,3,2,0,$27
price_change,ACTIVE,2521754,"$335,000",RESIDENTIAL,Detached,2142 Marion Circle,Little River,29566,04B Little River Area--North of Hwy 9,3,3,0,$99
price_change,ACTIVE,2527211,"$335,000",RESIDENTIAL,Detached,409 Samara Dr.,Longs,29568,04A Little River Area--South of Hwy 9,3,2,0,$75
price_change,ACTIVE,2605728,"$337,000",RESIDENTIAL,Detached,225 Cypress Tree Loop,Longs,29568,09B Conway to Longs Area--Between Rt. 905 & Waccamaw River,5,2,1,$100
price_change,ACTIVE,2608216,"$337,153",CONDO/TOWNHOUSE,Townhouse,2638 Hartington St,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$341
price_change,ACTIVE,2606315,"$337,990",RESIDENTIAL,Detached,209 Evergreen St.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,4,2,0,$103
price_change,ACTIVE,2606359,"$339,000",RESIDENTIAL,Detached,932 Tullamore Ct.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$89
price_change,ACTIVE,2602623,"$339,000",RESIDENTIAL,Detached,4328 Heartwood Ln.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$90
price_change,ACTIVE,2605722,"$339,900",RESIDENTIAL,Detached,434 Barton Loop,Myrtle Beach,29579,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,3,2,0,$30
price_change,ACTIVE,2604089,"$339,990",RESIDENTIAL,Detached,8239 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,1,$95
price_change,ACTIVE,2608219,"$343,626",CONDO/TOWNHOUSE,Townhouse,2636 Hartington St,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$341
price_change,ACTIVE,2606597,"$344,780",RESIDENTIAL,Detached,700 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,5,3,0,$65
price_change,ACTIVE,2606311,"$344,990",RESIDENTIAL,Detached,217 Evergreen St.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,4,2,0,$103
price_change,ACTIVE,2606308,"$349,990",RESIDENTIAL,Detached,301 Jessamine St.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,3,2,0,$103
price_change,ACTIVE,2528214,"$349,990",RESIDENTIAL,Detached,799 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,4,3,0,$101
price_change,ACTIVE,2528358,"$359,000",CONDO/TOWNHOUSE,Townhouse,855 Hall Lane,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$383
price_change,ACTIVE,2606596,"$360,730",RESIDENTIAL,Detached,668 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,5,3,1,$65
price_change,PEND. CNTGT. ON FINANCING,2525261,"$360,790",RESIDENTIAL,Detached,609 Bay St.,Aynor,29511,17A Aynor Area--central includes city of Aynor,3,2,0,$0
price_change,ACTIVE,2605146,"$362,222",RESIDENTIAL,Detached,439 McGarry Dr.,Myrtle Beach,29588,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,0,$84
price_change,ACTIVE,2526183,"$362,900",RESIDENTIAL,Detached,3464 Cedar Creek Run,Little River,29566,04B Little River Area--North of Hwy 9,3,2,1,$79
price_change,ACTIVE,2604138,"$364,490",RESIDENTIAL,Detached,527 Cypress Preserve Circle,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,4,3,0,$95
price_change,ACTIVE,2603501,"$365,000",RESIDENTIAL,Detached,588 Pier Ct.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,5,3,0,$87
price_change,ACTIVE,2527977,"$365,000",RESIDENTIAL,Detached,7293 Guinevere Circle,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,2,0,$95
price_change,ACTIVE,2601240,"$366,200",CONDO/TOWNHOUSE,Townhouse,301 Bent Green Ct.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,1,$192
price_change,ACTIVE,2608218,"$366,403",CONDO/TOWNHOUSE,Townhouse,2634 Hartington St,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$341
price_change,ACTIVE,2525476,"$368,115",RESIDENTIAL,Detached,190 Bantry Ln.,Conway,29526,09B Conway to Longs Area--Between Rt. 905 & Waccamaw River,3,2,0,$75
price_change,ACTIVE,2605996,"$369,750",RESIDENTIAL,Detached,550 Wildflower Trail,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$87
price_change,ACTIVE,2602935,"$369,900",RESIDENTIAL,Detached,131 Crabapple Dr.,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$93
price_change,ACTIVE,2607339,"$369,900",CONDO/TOWNHOUSE,Townhouse,136 Parmelee Dr.,Murrells Inlet,29576,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,3,0,$165
price_change,ACTIVE,2606283,"$369,990",RESIDENTIAL,Detached,122 Jasmine Dr.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,4,3,0,$103
price_change,ACTIVE,2528219,"$369,990",RESIDENTIAL,Detached,795 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,4,2,1,$100
price_change,ACTIVE,2529138,"$369,990",RESIDENTIAL,Detached,3220 Tranquility Loop,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,1,$106
price_change,ACTIVE,2605431,"$370,000",RESIDENTIAL,Detached,2312 Copper Creek Loop,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,1,$81
price_change,ACTIVE,2603472,"$370,000",CONDO/TOWNHOUSE,Townhouse,194 Goldenrod Circle,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$313
price_change,ACTIVE,2608217,"$371,129",CONDO/TOWNHOUSE,Townhouse,2640 Hartington St,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$341
price_change,ACTIVE,2605674,"$371,990",RESIDENTIAL,Detached,2809 Tranquility Loop,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,1,$106
price_change,ACTIVE,2524950,"$373,400",CONDO/TOWNHOUSE,Condo,503 20th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,1,$562
price_change,PENDING SALE - CASH TERMS,2530186,"$376,433",RESIDENTIAL,Detached,1269 Cypress Shoal Dr.,Conway,29526,21A Conway central between 501 & 701 / north of 501,4,3,0,$75
price_change,ACTIVE,2604151,"$377,990",RESIDENTIAL,Detached,8247 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,1,$106
price_change,ACTIVE,2527343,"$379,000",RESIDENTIAL,Detached Leased Land,6001-1362 S Kings Hwy.,Myrtle Beach,29575,16J Myrtle Beach Area--includes Prestwick & Lakewood,3,2,0,$0
price_change,ACTIVE,2527563,"$384,900",CONDO/TOWNHOUSE,Condo,3601 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,"$1,560"
price_change,ACTIVE,2604918,"$384,900",RESIDENTIAL,Detached,955 Irving Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$120
price_change,ACTIVE,2605327,"$384,900",RESIDENTIAL,Detached,804 Agostino Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,2,0,$70
price_change,ACTIVE,2606872,"$384,990",RESIDENTIAL,Detached,8234 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$106
price_change,ACTIVE,2606093,"$389,900",RESIDENTIAL,Detached,1020 Hunter Ave.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,0,$0
price_change,ACTIVE,2604827,"$389,900",RESIDENTIAL,Detached,1049 Balmore Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,2,1,$117
price_change,ACTIVE,2528565,"$389,900",RESIDENTIAL,Detached,2644 Highway 701 North,Loris,29569,01A Loris Area--West of Loris & North of HWY 9,6,3,0,$0
price_change,ACTIVE,2606449,"$389,990",RESIDENTIAL,Detached,8209 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$106
price_change,ACTIVE,2605511,"$390,000",RESIDENTIAL,Detached,3827 El Duce Pl.,Myrtle Beach,29588,19A Myrtle Beach Area--Socastee,3,2,0,$0
price_change,ACTIVE,2601917,"$393,990",RESIDENTIAL,Detached,8228 Sparkle Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,1,$106
price_change,ACTIVE,2520092,"$399,990",RESIDENTIAL,Detached,787 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,5,4,0,$100
price_change,ACTIVE,2600829,"$409,900",RESIDENTIAL,Detached with HPR,600-B 10th Ave. S,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,2,0,$141
price_change,ACTIVE,2528721,"$414,000",MULTI-FAMILY,Triplex,603 Maple St.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
price_change,PEND. CNTGT. ON FINANCING,2605260,"$414,000",RESIDENTIAL,Detached,529 Sheepbridge Way,Loris,29569,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$205
price_change,ACTIVE,2525121,"$414,900",CONDO/TOWNHOUSE,Condo,100 Gully Branch Ln.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,3,2,1,$510
price_change,ACTIVE,2608385,"$415,000",CONDO/TOWNHOUSE,Condo,307 River Rock Ln.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,1,$415
price_change,ACTIVE,2607486,"$417,990",RESIDENTIAL,Detached,8216 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$106
price_change,ACTIVE,2529937,"$419,545",RESIDENTIAL,Detached,784 Choctaw Dr.,Conway,29526,15A Conway Area--East edge of Conway south of Old Reaves Ferry Rd.,5,3,0,$60
price_change,ACTIVE,2606867,"$419,990",RESIDENTIAL,Detached,8234 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,5,3,0,$106
price_change,ACTIVE,2605150,"$424,900",CONDO/TOWNHOUSE,Condo,601 Hillside Dr. N,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,2,0,$558
price_change,ACTIVE,2603641,"$429,900",RESIDENTIAL,Detached,721 Devon Estate Ave.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,2,0,$106
price_change,ACTIVE,2604257,"$434,000",RESIDENTIAL,Detached,708 Walking Fern Ct.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,1,$69
price_change,ACTIVE,2526826,"$435,000",RESIDENTIAL,Detached,901 Maya Layne Dr.,Little River,29566,04B Little River Area--North of Hwy 9,5,3,0,$132
price_change,ACTIVE,2604553,"$439,000",RESIDENTIAL,Detached,3605 Park Pointe Ave.,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$84
price_change,ACTIVE,2604349,"$439,900",RESIDENTIAL,Detached,1618 Heathmuir Dr.,Myrtle Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,4,3,0,$52
price_change,ACTIVE,2605361,"$439,900",CONDO/TOWNHOUSE,Condo,6203 Catalina Dr.,North Myrtle Beach,29582,10C North Myrtle Beach Area--Barefoot Resort,3,3,0,$659
price_change,ACTIVE,2608389,"$439,900",RESIDENTIAL,Detached,3031 Fair Ridge Way,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,5,3,1,$75
price_change,ACTIVE,2529600,"$449,000",RESIDENTIAL,Detached,1418 Hyman Ln.,Conway,29526,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$0
price_change,ACTIVE,2520094,"$449,990",RESIDENTIAL,Detached,774 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,4,3,1,$100
price_change,ACTIVE,2602607,"$464,990",RESIDENTIAL,Detached,2740 Tranquility Loop,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,5,3,0,$106
price_change,ACTIVE,2602552,"$469,900",RESIDENTIAL,Detached,560 Pier Ct.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,5,3,1,$87
price_change,ACTIVE,2521693,"$469,900",RESIDENTIAL,Detached,808 Yauhannah Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,3,0,$173
price_change,ACTIVE,2520225,"$473,288",RESIDENTIAL,Detached,5146 Water Breeze Ct.,Myrtle Beach,29588,25A Myrtle Beach Area--west of Socastee between 544 & Wacc. River,3,2,0,$88
price_change,ACTIVE,2606768,"$474,500",RESIDENTIAL,Detached,5653 Highway 668,Conway,29526,14A Conway Area--Northern edge of Conway South of Rt 22,4,2,0,$0
price_change,ACTIVE,2606688,"$475,000",RESIDENTIAL,Detached,673 Tidal Point Ln.,Myrtle Beach,29579,24B Myrtle Beach Area-- south of 501 between Burcale & waterway,4,3,0,$51
price_change,ACTIVE,2520089,"$479,990",RESIDENTIAL,Detached,775 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,4,2,1,$100
price_change,ACTIVE,2526351,"$485,500",RESIDENTIAL,Detached Leased Land,6001 - 1132 S Kings Hwy.,Myrtle Beach,29575,16J Myrtle Beach Area--includes Prestwick & Lakewood,3,2,1,$0
price_change,ACTIVE,2526774,"$489,900",CONDO/TOWNHOUSE,Condo,941 S Ocean Blvd.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,2,1,"$1,327"
price_change,ACTIVE,2603312,"$494,000",RESIDENTIAL,Detached,277 Waterfall Circle,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$164
price_change,ACTIVE,2603313,"$494,000",RESIDENTIAL,Detached,269 Waterfall Circle,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$164
price_change,ACTIVE,2600673,"$495,000",RESIDENTIAL,Detached,1005 Sand Dollar Ct.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,2,0,$50
price_change,ACTIVE,2520630,"$498,900",RESIDENTIAL,Detached,4867 Peachtree Rd.,Myrtle Beach,29588,25A Myrtle Beach Area--west of Socastee between 544 & Wacc. River,3,2,0,$0
price_change,ACTIVE,2528323,"$499,000",RESIDENTIAL,Detached,509 Acadian Way,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,2,0,$39
price_change,ACTIVE,2604653,"$515,000",RESIDENTIAL,Detached,1338 Riverside Dr.,Conway,29526,15A Conway Area--East edge of Conway south of Old Reaves Ferry Rd.,3,2,1,$21
price_change,ACTIVE,2519781,"$521,368",RESIDENTIAL,Detached,5142 Water Breeze Ct.,Myrtle Beach,29588,25A Myrtle Beach Area--west of Socastee between 544 & Wacc. River,4,3,0,$88
price_change,ACTIVE,2522838,"$525,000",RESIDENTIAL,Detached,1008 Saluda River Rd.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,3,0,$39
price_change,ACTIVE,2605076,"$535,000",CONDO/TOWNHOUSE,Condo,1015 South Ocean Blvd.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,3,2,0,"$1,217"
price_change,ACTIVE,2603248,"$543,500",RESIDENTIAL,Detached,289 Waterfall Circle,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$164
price_change,ACTIVE,2600320,"$549,000",RESIDENTIAL,Detached,6443 Torino Lane,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,3,2,0,$401
price_change,PEND. CNTGT. ON FINANCING,2505194,"$555,000",COMMERCIAL/INDUSTRIAL,Retail,533 Broadway St.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
price_change,ACTIVE,2603966,"$565,000",RESIDENTIAL,Detached,6870 Clay Hill Rd.,Galivants Ferry,29544,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$0
price_change,ACTIVE,2606238,"$565,000",RESIDENTIAL,Detached,124 Charles Towne Ln.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,1,$159
price_change,ACTIVE,2605943,"$569,900",RESIDENTIAL,Manufactured with Land,2380 John Henry Ln.,Myrtle Beach,29579,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,4,2,0,$0
price_change,ACTIVE,2604323,"$572,000",RESIDENTIAL,Detached,837 Wind Whisper Circle,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,0,$102
price_change,ACTIVE,2529617,"$574,900",RESIDENTIAL,Detached,509 Beaty St.,Conway,29526,21E Conway central--East edge of Conway / north & south of 501,4,2,1,$0
price_change,ACTIVE,2602221,"$579,900",RESIDENTIAL,Detached,860 Gammon Dr.,Myrtle Beach,29579,24B Myrtle Beach Area-- south of 501 between Burcale & waterway,4,3,0,$161
price_change,ACTIVE,2606143,"$585,000",CONDO/TOWNHOUSE,Condo,1310 N Waccamaw Dr.,Garden City Beach,29576,27A Garden City Mainland & Pennisula,3,3,0,$732
price_change,SOLD-CO-OP BY CCAR MEMBER,2523263,"$588,765",RESIDENTIAL,Detached,2250 Hazel Way,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$341
price_change,ACTIVE,2605044,"$589,900",RESIDENTIAL,Detached,3750 Kingsley Dr.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,2,0,$48
price_change,ACTIVE,2607662,"$594,900",RESIDENTIAL,Detached,2104 Wood Stork Dr.,Conway,29526,10B Myrtle Beach Area--Carolina Forest,4,3,0,$135
price_change,ACTIVE,2601804,"$595,000",RESIDENTIAL,Manufactured Leased Land,1980 Lark Dr.,Surfside Beach,29575,27A Garden City Mainland & Pennisula,3,3,0,$376
price_change,ACTIVE,2607309,"$599,000",CONDO/TOWNHOUSE,Condo,3401 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,6,4,0,$932
price_change,ACTIVE,2603106,"$599,990",RESIDENTIAL,Detached,1105 Brackish Bay Rd,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,2,1,$85
price_change,ACTIVE,2527340,"$599,999",RESIDENTIAL,Detached,1004 Maccoa Dr.,Conway,29526,10B Myrtle Beach Area--Carolina Forest,4,2,1,$135
price_change,ACTIVE,2603315,"$619,900",RESIDENTIAL,Detached,2040 Woodrush Loop,Little River,29566,04B Little River Area--North of Hwy 9,4,2,0,$208
price_change,ACTIVE,2602256,"$621,179",RESIDENTIAL,Detached,1100 Ridgewood Dr.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,3,0,$85
price_change,ACTIVE,2522553,"$629,900",RESIDENTIAL,Detached,420 St. Julian Ln.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,1,$170
price_change,ACTIVE,2601323,"$632,000",RESIDENTIAL,Detached,236 Bluestem Loop,Little River,29566,04B Little River Area--North of Hwy 9,4,3,0,$208
price_change,ACTIVE,2605524,"$642,900",RESIDENTIAL,Detached,2215 Seagrape Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,3,0,$135
price_change,ACTIVE,2603388,"$645,000",RESIDENTIAL,Detached,112 Lake Pointe Dr.,Murrells Inlet,29576,28B Surfside Area-Glensbay to GC Connector,4,3,0,$110
price_change,ACTIVE,2606217,"$649,000",RESIDENTIAL,Detached,504 Saint Julian Ln.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$170
price_change,ACTIVE,2608337,"$649,900",CONDO/TOWNHOUSE,Condo,4001 S Ocean Blvd.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,4,3,0,"$1,150"
price_change,ACTIVE,2528060,"$656,900",RESIDENTIAL,Detached,704 St. Vincent Loop,Little River,29566,04B Little River Area--North of Hwy 9,4,3,0,$208
price_change,ACTIVE,2605017,"$664,900",RESIDENTIAL,Detached,656 Hickman St.,Surfside Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,4,3,1,$125
price_change,ACTIVE,2602055,"$686,500",RESIDENTIAL,Detached,9066 Belvidere Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,2,0,$156
price_change,ACTIVE,2602955,"$690,000",RESIDENTIAL,Detached,334 53rd Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,4,2,0,$0
price_change,ACTIVE,2605968,"$697,000",RESIDENTIAL,Detached,1217 E Isle of Palms Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,3,1,$156
price_change,ACTIVE,2528424,"$699,000",CONDO/TOWNHOUSE,Condo,215 77th Ave. N,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,2,3,1,"$2,399"
price_change,ACTIVE,2604450,"$737,500",RESIDENTIAL,Detached,500 Roller Coaster Ln.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,4,3,0,$0
price_change,ACTIVE,2605373,"$749,900",RESIDENTIAL,Detached,701 Shell Point Ct.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,1,$90
price_change,ACTIVE,2524021,"$754,000",RESIDENTIAL,Detached,1011 Clubhouse Dr.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,3,0,$110
price_change,ACTIVE,2526125,"$769,900",RESIDENTIAL,Detached,1069 Cole Ct.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,5,4,1,$75
price_change,ACTIVE,2510259,"$795,000",LAND,Acreage,TBD100 Highway 701 North,Loris,29569,03B Loris to Longs Area--North of 9 between Loris & Longs,,,,
price_change,ACTIVE,2523904,"$799,900",RESIDENTIAL,Detached,1585 Daisy Rd.,Loris,29569,06A Loris to Conway Area--South of Loris above Rt. 22,3,2,0,$0
price_change,ACTIVE,2606406,"$799,900",RESIDENTIAL,Detached,8231 Timber Ridge Rd.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,4,3,1,$45
price_change,ACTIVE,2600207,"$799,999",RESIDENTIAL,Detached,752 Crystal Water Way,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$136
price_change,ACTIVE,2528652,"$845,000",CONDO/TOWNHOUSE,Townhouse,3501 Dunes St.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,5,5,1,$0
price_change,ACTIVE,2603415,"$849,000",RESIDENTIAL,Detached,2950 Monaca Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$0
price_change,ACTIVE,2524561,"$924,950",RESIDENTIAL,Detached,903 Inlet View Dr.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,4,3,1,$85
price_change,ACTIVE,2524616,"$924,950",RESIDENTIAL,Detached,1000 Inlet View Dr.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,5,3,1,$85
price_change,ACTIVE,2517426,"$985,000",RESIDENTIAL,Detached,598 Rum Gully Rd.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,3,0,$0
price_change,ACTIVE,2606145,"$999,999",RESIDENTIAL,Detached,9474 Carrington Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$125
price_change,ACTIVE,2603688,"$1,025,000",RESIDENTIAL,Detached,113B 15th Ave. S,Surfside Beach,29575,29B Surfside Beach--East of 17 and south of Surfside Drive,6,4,0,$0
price_change,ACTIVE,2603611,"$1,079,000",RESIDENTIAL,Detached,1473 Doar Point Rd.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,4,4,1,$0
price_change,ACTIVE,2600813,"$1,199,000",RESIDENTIAL,Detached,664 Oxbow Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,4,2,$125
price_change,ACTIVE,2604370,"$1,299,999",RESIDENTIAL,Detached,925 Shipmaster Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,4,1,$106
