category,mls_number,price,property_type,address,city,zip,bedrooms,full_baths,half_baths,hoa_monthly
withdrawn,1925663,"$29,900",Residential Lot,1016 29th Ave. S,Atlantic Beach,29582,,,,
withdrawn,1302279,"$29,900",Residential Lot,Lot 8 Huston Rd.,Conway,29526,,,,
withdrawn,1009927,"$29,900",Condo,615  N 37th Ave. N,Myrtle Beach,29577,2,1,0,
withdrawn,1302291,"$29,900",Residential Lot,Lot 15 Huston Rd.,Conway,29526,,,,
withdrawn,1302289,"$29,900",Residential Lot,Lot 14 Huston Rd.,Conway,29526,,,,
withdrawn,1302284,"$29,900",Residential Lot,Lot 12 Huston Rd.,Conway,29526,,,,
withdrawn,1302285,"$29,900",Residential Lot,Lot 13 Huston Rd.,Conway,29526,,,,
withdrawn,914948,"$29,900",Residential Lot,Lot  28 Pecan Grove Blvd.,Conway,29527,,,,
withdrawn,1915920,"$29,900",Detached,1102 Grainger Rd.,Conway,29527,2,1,0,$0
withdrawn,1002036,"$29,900",Residential Lot,TBD Bay Circle Dr.,Loris,29569,,,,
withdrawn,1218288,"$29,900",Residential Lot,2048 Sawyer St.,Conway,29527,,,,
withdrawn,1218290,"$29,900",Residential Lot,2064 Sawyer St.,Conway,29527,,,,
withdrawn,1011478,"$29,900",Residential Lot,TBD Southern Living Ln.,Conway,29526,,,,
withdrawn,1018383,"$29,900",Manufactured with Land,2977 Ino Dr.,Loris,29569,3,2,0,
withdrawn,910236,"$29,900",Residential Lot,0 Academy Dr.,Conway,29526,,,,
withdrawn,1114799,"$29,900",Detached,2003 4th Ave. N,Conway,29527,2,1,0,$0
withdrawn,1006840,"$29,900",Residential Lot,TBD Fox Chase Dr.,Conway,29527,,,,
withdrawn,908080,"$29,900",Residential Lot,Lot 429 Timmerman Rd.,Myrtle Beach,29588,,,,
withdrawn,1417353,"$29,900",Manufactured with Land,8372 Huntington Ct.,Conway,29527,3,2,0,$0
withdrawn,1117530,"$29,900",Residential Lot,Lot 451 Woodstork Dr.,Conway,29526,,,,
withdrawn,914947,"$29,900",Residential Lot,Lot 52 Marley St.,Conway,29527,,,,
withdrawn,1114798,"$29,900",Detached,1909 4th Ave. N,Conway,29527,3,1,0,$0
withdrawn,914945,"$29,900",Residential Lot,Lot 56 Marley St.,Conway,29527,,,,
withdrawn,2221029,"$29,900",Residential Lot,2000 5th Ave.,Conway,29527,,,,
withdrawn,707697,"$29,900",Residential Lot,tbd Dinkler Ave.,Loris,29569,,,,
withdrawn,2020899,"$29,900",Residential Lot,TBD Highway 701 South,Loris,29569,,,,
withdrawn,1414830,"$29,900",Residential Lot,Lot 6 Ole Nobleman Ct.,Conway,29527,,,,
withdrawn,1305116,"$29,900",Residential Lot,LOT 8 Carolina Wren Rd.,Conway,29526,,,,
withdrawn,1317491,"$29,900",Residential Lot,LOT 8 Carolina Wren Crescent,Conway,29526,,,,
withdrawn,1708451,"$29,900",Acreage,2062 Martin St.,Loris,29569,,,,
withdrawn,1320584,"$29,900",Residential Lot,Lot 2 Columbia St.,Conway,29526,,,,
withdrawn,1305144,"$29,900",Residential Lot,LOT 11 Carolina Wren Rd.,Conway,29526,,,,
withdrawn,1203230,"$29,900",Residential Lot,TBD Kates Bay Hwy.,Conway,29527,,,,
withdrawn,1116557,"$29,900",Residential Lot,Lot 33 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116561,"$29,900",Residential Lot,Lot 37 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116497,"$29,900",Residential Lot,Lot 24 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116556,"$29,900",Residential Lot,Lot 32 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116484,"$29,900",Residential Lot,Lot 7 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116488,"$29,900",Residential Lot,Lot 8 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116490,"$29,900",Residential Lot,Lot 9 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116515,"$29,900",Residential Lot,Lot 11 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116585,"$29,900",Residential Lot,Lot 61 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1507693,"$29,900",Residential Lot,Lot 3 Gold Rush Ridge,Loris,29569,,,,
withdrawn,1116495,"$29,900",Residential Lot,Lot 22 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116522,"$29,900",Residential Lot,Lot 12 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116523,"$29,900",Residential Lot,Lot 13 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116511,"$29,900",Residential Lot,Lot 31 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116584,"$29,900",Residential Lot,Lot 60 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116558,"$29,900",Residential Lot,Lot 34 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,2305411,"$29,900",Acreage,181 Crepe Myrtle Dr.,Loris,29569,,,,
withdrawn,1116583,"$29,900",Residential Lot,Lot 59 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116582,"$29,900",Residential Lot,Lot 58 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1101991,"$29,900",Manufactured with Land,8558 Edgewood Dr.,Myrtle Beach,29588,3,2,0,$20
withdrawn,1712848,"$29,900",Acreage,Lot 3 Vaught Rd.,Galivants Ferry,29544,,,,
withdrawn,1116581,"$29,900",Residential Lot,Lot 57 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116580,"$29,900",Residential Lot,Lot 56 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116568,"$29,900",Residential Lot,Lot 44 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1319006,"$29,900",Residential Lot,TBD Highway 129,Aynor,29511,,,,
withdrawn,823444,"$29,900",Residential Lot,145 Bluestem Dr.,Myrtle Beach,29588,,,,
withdrawn,823433,"$29,900",Residential Lot,125 Bluestem Dr.,Myrtle Beach,29588,,,,
withdrawn,1116507,"$29,900",Residential Lot,Lot 30 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116567,"$29,900",Residential Lot,Lot 43 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116566,"$29,900",Residential Lot,Lot 42 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116559,"$29,900",Residential Lot,Lot 35 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116575,"$29,900",Residential Lot,Lot 51 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116501,"$29,900",Residential Lot,Lot 26 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116560,"$29,900",Residential Lot,Lot 36 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1411399,"$29,900",Acreage,Kayla Circle,Longs,29568,,,,
withdrawn,1116574,"$29,900",Residential Lot,Lot 50 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116505,"$29,900",Residential Lot,Lot 27 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116573,"$29,900",Residential Lot,Lot 49 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116576,"$29,900",Residential Lot,Lot 52 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116503,"$29,900",Residential Lot,Lot 28 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116577,"$29,900",Residential Lot,Lot 53 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116578,"$29,900",Residential Lot,Lot 54 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116579,"$29,900",Residential Lot,Lot 55 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116562,"$29,900",Residential Lot,Lot 38 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116563,"$29,900",Residential Lot,Lot 39 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116506,"$29,900",Residential Lot,Lot 29 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116572,"$29,900",Residential Lot,Lot 48 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116498,"$29,900",Residential Lot,Lot 25 Old English Rd.,Galivants Ferry,29544,,,,
withdrawn,1116555,"$29,900",Residential Lot,Lot 18 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116554,"$29,900",Residential Lot,Lot 17 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116564,"$29,900",Residential Lot,Lot 40 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116526,"$29,900",Residential Lot,Lot 16 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116525,"$29,900",Residential Lot,Lot 15 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,823462,"$29,900",Residential Lot,307 Seagrass Loop,Myrtle Beach,29588,,,,
withdrawn,1116571,"$29,900",Residential Lot,Lot 47 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116553,"$29,900",Residential Lot,Lot 14 Grassy Meadow Ct.,Galivants Ferry,29544,,,,
withdrawn,1116565,"$29,900",Residential Lot,Lot 41 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1508243,"$29,900",Residential Lot,Lot 22 McDuffie Dr.,Myrtle Beach,29588,,,,
withdrawn,1116570,"$29,900",Residential Lot,Lot 46 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1116569,"$29,900",Residential Lot,Lot 45 Farm Trac Dr.,Galivants Ferry,29544,,,,
withdrawn,1022878,"$29,950",Condo,2701 S Ocean Blvd.,Myrtle Beach,29577,Efficiency,1,0,$352
withdrawn,1220042,"$29,950",Residential Lot,Lot 403 Maccoa Dr.,Conway,29526,,,,
withdrawn,1208920,"$29,990",Manufactured Leased Land,58 Crooked Island Circle,Murrells Inlet,29576,2,2,0,$330
withdrawn,1411203,"$29,995",Manufactured Leased Land,4102 Copperhead Rd.,Conway,29527,3,2,0,$0
withdrawn,1401685,"$29,997",Residential Lot,Lot 9 Enoch Rd.,Aynor,29511,,,,
withdrawn,1215802,"$29,997",Residential Lot,Lot 33 Drayton Ct.,Murrells Inlet,29576,,,,
withdrawn,1920093,"$29,999",Manufactured Leased Land,4287 Adventure Lane,Longs,29568,3,2,0,$0
withdrawn,1000680,"$29,999",Residential Lot,Lot 11 Carriage Ln.,Little River,29566,,,,
withdrawn,1510305,"$29,999",Residential Lot,Lot 456 E Isle of Palms Dr.,Myrtle Beach,29579,,,,
withdrawn,1509808,"$29,999",Commercial Lot - Sale,Highway 9,Loris,29569,,,,
withdrawn,1200435,"$29,999",Detached,1104 Temple St.,Conway,29527,3,2,0,$0
withdrawn,2409748,"$29,999",Condo,2507 S Ocean Blvd. S,North Myrtle Beach,29582,3,2,0,$160
withdrawn,2224115,"$30,000",Acreage,Lot 7 Wigley Rd.,Loris,29569,,,,
withdrawn,2224114,"$30,000",Acreage,Lot 6 Wigley Rd.,Loris,29569,,,,
withdrawn,1501991,"$30,000",Detached,349 Freemont Rd.,Longs,29568,2,1,0,$0
withdrawn,1111929,"$30,000",Residential Lot,LOT 123 Sunny Pond Ln.,Aynor,29511,,,,
withdrawn,2224118,"$30,000",Acreage,Lot 10 Wigley Rd.,Loris,29569,,,,
withdrawn,2224116,"$30,000",Acreage,Lot 8 Wigley Rd.,Loris,29569,,,,
withdrawn,2011324,"$30,000",Residential Lot,1330 Pisgah Church Rd.,Aynor,29511,,,,
withdrawn,2224117,"$30,000",Acreage,Lot 9 Wigley Rd.,Loris,29569,,,,
withdrawn,1706666,"$30,000",Manufactured Lot,TBD Murray Johnson Rd.,Conway,29526,,,,
withdrawn,2224112,"$30,000",Acreage,Lot 5 Wigley Rd.,Loris,29569,,,,
withdrawn,2224111,"$30,000",Acreage,Lot 4 Wigley Rd.,Loris,29569,,,,
withdrawn,2224108,"$30,000",Acreage,Lot 2 Wigley Rd.,Loris,29569,,,,
withdrawn,2007554,"$30,000",Acreage,W Gold Ct.,Aynor,29511,,,,
withdrawn,1505610,"$30,000",Residential Lot,NR Frank Gore Rd.,Little River,29566,,,,
withdrawn,2113279,"$30,000",Residential Lot,TBD Cleveland Dr.,Conway,29526,,,,
withdrawn,2224107,"$30,000",Acreage,Lot 1 Wigley Rd.,Loris,29569,,,,
withdrawn,2015430,"$30,000",Residential Lot,944 Fox Tail Dr.,Longs,29568,,,,
withdrawn,1015410,"$30,000",Residential Lot,Lot 157 Covington Lake East,Myrtle Beach,29579,,,,
withdrawn,1106821,"$30,000",Business,323 Highway 17 Business North,Surfside Beach,29575,,,,
withdrawn,1421526,"$30,000",Residential Lot,Lot 25 Shaftesbury Ln.,Conway,29526,,,,
withdrawn,1204242,"$30,000",Residential Lot,Lot 507 Blue Indigo Ln.,Myrtle Beach,29579,,,,
withdrawn,1818962,"$30,000",Residential Lot,Lot 18 Old Tram Way,Little River,29566,,,,
withdrawn,1818965,"$30,000",Residential Lot,Lot 11 Old Tram Way,Little River,29566,,,,
withdrawn,918714,"$30,000",Residential Lot,672 Perry Place,Myrtle Beach,29579,,,,
withdrawn,2318889,"$30,000",Garage,4801 Luster Leaf Circle,Myrtle Beach,29577,,,,
withdrawn,2426218,"$30,000",Garage,4889 Magnolia Pointe Ln.,Myrtle Beach,29577,,,,
withdrawn,1311095,"$30,000",Residential Lot,Lot 178 Shipmaster Ave.,Myrtle Beach,29579,,,,
withdrawn,1004214,"$30,000",Manufactured Leased Land,560 Southern Pines Dr.,Myrtle Beach,29579,3,2,0,
withdrawn,1202034,"$30,000",Residential Lot,Lot 20 Battery Park Dr.,North Myrtle Beach,29582,,,,
withdrawn,1004521,"$30,000",Residential Lot,Lot 3 Silver Peak Dr.,Conway,29526,,,,
withdrawn,1000979,"$30,000",Residential Lot,Lot 42 Greenwich Dr.,Conway,29526,,,,
withdrawn,1623762,"$30,000",Residential Lot,TBD Cypress Ln.,Little River,29566,,,,
withdrawn,1009711,"$30,000",Acreage,Lot #7 John Henry Ln.,Longs,29568,,,,
withdrawn,1009702,"$30,000",Acreage,Lot #6 John Henry Ln.,Longs,29568,,,,
withdrawn,1009698,"$30,000",Acreage,Lot #3 John Henry Ln.,Longs,29568,,,,
withdrawn,1907137,"$30,000",Acreage,2059 Old Star Bluff Rd.,Longs,29568,,,,
withdrawn,2213321,"$30,000",Residential Lot,TBD Midvale Dr.,Conway,29526,,,,
withdrawn,1722912,"$30,000",Business,24 Highway 90,Little River,29566,,,,
withdrawn,1215551,"$30,000",Residential Lot,Lot Lincoln Heights Rd.,Little River,29566,,,,
withdrawn,1106259,"$30,000",Manufactured with Land,444 Sand Hill Dr.,Conway,29526,3,2,0,
withdrawn,1717701,"$30,000",Boat Slip - Sale,1508 S Waccamaw Dr.,Garden City Beach,29576,,,,
withdrawn,1022431,"$30,000",Residential Lot,LOT 598 MIDDLETON VIEW DR.,Myrtle Beach,29579,,,,
withdrawn,2525190,"$30,000",Manufactured Leased Land,80 Crooked Island Circle,Murrells Inlet,29576,2,2,0,$0
withdrawn,1114018,"$30,000",Business,9619 Shore Dr.,Myrtle Beach,29572,,,,
withdrawn,1021079,"$30,000",Acreage,TBD Rushwood Dr.,Loris,29569,,,,
withdrawn,2408370,"$30,000",Business,00000 Not Specified,Myrtle Beach,29575,,,,
withdrawn,911788,"$30,000",Acreage,TBD  W Bear Grass Rd. E,Loris,29569,,,,
withdrawn,1918450,"$30,000",Manufactured Lot,Lot 31 Barnfield Rd.,Conway,29526,,,,
withdrawn,2205146,"$30,000",Business,2006 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1210709,"$30,000",Residential Lot,5812 Swift St.,North Myrtle Beach,29582,,,,
withdrawn,1300390,"$30,000",Residential Lot,Lot 73 Palmetto Harbour Dr.,North Myrtle Beach,29582,,,,
withdrawn,1817783,"$30,000",Acreage,3.22 Acs Little Bethel Rd.,Green Sea,29545,,,,
withdrawn,1013359,"$30,000",Residential Lot,TBD West Dogwood Rd.,Loris,29569,,,,
withdrawn,2500925,"$30,000",Residential Lot,LOT 1 Highway 430,Nichols,29581,,,,
withdrawn,2500927,"$30,000",Residential Lot,Lot 2 Highway 430,Nichols,29581,,,,
withdrawn,2500929,"$30,000",Residential Lot,LOT 3 Highway 430,Nichols,29581,,,,
withdrawn,2500930,"$30,000",Residential Lot,LOT 4 Highway 430,Nichols,29581,,,,
withdrawn,2500932,"$30,000",Residential Lot,LOT 5 Highway 430,Nichols,29581,,,,
withdrawn,2500934,"$30,000",Residential Lot,LOT 6 Highway 430,Nichols,29581,,,,
withdrawn,2500935,"$30,000",Residential Lot,LOT 7 Highway 430,Nichols,29581,,,,
withdrawn,1003433,"$30,000",Manufactured Lot,Lot 35 Huntington Ct.,Conway,29527,,,,
withdrawn,1003427,"$30,000",Manufactured Lot,Lot 6 Huntington Ct.,Conway,29527,,,,
withdrawn,1600849,"$30,000",Acreage,TBD Bucksport Rd.,Conway,29527,,,,
withdrawn,1003429,"$30,000",Manufactured Lot,LOT 18 Bucksport Heights Ct.,Conway,29527,,,,
withdrawn,2223792,"$30,000",Residential Lot,TBD4 Cay Rd.,Loris,29569,,,,
withdrawn,2223791,"$30,000",Residential Lot,TBD3 Cay Rd.,Loris,29569,,,,
withdrawn,828970,"$30,000",Residential Lot,Lot 15 Lions Paw Ct.,Loris,29569,,,,
withdrawn,2024510,"$30,000",Residential Lot,TBD Cherry Hill Rd.,Loris,29569,,,,
withdrawn,2113126,"$30,000",Acreage,Lot 4 Gore Rd.,Aynor,29544,,,,
withdrawn,1111890,"$30,000",Acreage,4394 Highway 66,Loris,29569,,,,
withdrawn,1710774,"$30,000",Residential Lot,Lot 1 and 2 Huckleberry Ln.,Loris,29569,,,,
withdrawn,2109535,"$30,000",Residential Lot,Lot 5 Pearl Rd.,Galivants Ferry,29544,,,,
withdrawn,2109532,"$30,000",Residential Lot,Lot 2 Pearl Rd.,Galivants Ferry,29544,,,,
withdrawn,2109534,"$30,000",Residential Lot,Lot 4 Pearl Rd.,Galivants Ferry,29544,,,,
withdrawn,2211168,"$30,000",Manufactured Leased Land,188 Holly Circle,Myrtle Beach,29588,3,2,0,$0
withdrawn,2109533,"$30,000",Residential Lot,Lot 3 Pearl Rd.,Galivants Ferry,29544,,,,
withdrawn,1405508,"$30,100",Detached,2402 9th Ave. N,Conway,29527,2,1,0,$0
withdrawn,2002507,"$30,500",Residential Lot,116 Browns Hollow Ct.,Loris,29569,,,,
withdrawn,2002515,"$30,500",Residential Lot,121 Browns Hollow Ct.,Loris,29569,,,,
withdrawn,1418986,"$30,500",Residential Lot,1004 Shipmaster Ave.,Myrtle Beach,29579,,,,
withdrawn,2424793,"$30,740",Manufactured Lot,TBD Oak Grove Church rd.,Nichols,29581,,,,
withdrawn,1517577,"$30,800",Acreage,0 Cobblestone Rd.,Loris,29569,,,,
withdrawn,1219461,"$30,900",Residential Lot,Lot 10 McOwn Dr.,Conway,29526,,,,
withdrawn,1101180,"$30,900",Manufactured with Land,1286 Log Cabin Rd.,Loris,29569,5,3,0,$0
withdrawn,1518250,"$31,000",Acreage,TBD Highway 701 North,Conway,29526,,,,
withdrawn,1320432,"$31,000",Residential Lot,Lot 68 E Country Club Dr.,Conway,29526,,,,
withdrawn,1501789,"$31,000",Residential Lot,315 Pineland Lake Dr.,Conway,29526,,,,
withdrawn,1603681,"$31,000",Manufactured Leased Land,2737 Leo Dr.,Myrtle Beach,29575,3,1,0,$340
withdrawn,1422747,"$31,000",Residential Lot,0 Harbor Alley,Myrtle Beach,29577,,,,
withdrawn,1405510,"$31,000",Detached,1911 4th Ave. N,Conway,29526,3,1,0,$0
withdrawn,1022161,"$31,500",Acreage,Lot 7 Hidden Valley Rd.,Aynor,29511,,,,
withdrawn,1118039,"$31,500",Condo,1891 Colony Dr.,Surfside Beach,29575,Efficiency,1,0,$159
withdrawn,1605962,"$31,500",Residential Lot,Sandhill Ln.,Longs,29568,,,,
withdrawn,2215117,"$31,500",Garage,4823 Orchid Way,Myrtle Beach,29577,,,,
withdrawn,2012221,"$31,500",Boat Slip - Sale,4603 Lightkeepers Marina,Little River,29566,,,,
withdrawn,1118023,"$31,500",Residential Lot,120 Tarpon Pond Rd.,North Myrtle Beach,29582,,,,
withdrawn,1200486,"$31,500",Condo,615 N 37th Ave. N,Myrtle Beach,29577,2,1,0,$120
withdrawn,2110456,"$31,500",Acreage,Lot 4 Woodrow Ln.,Loris,29569,,,,
withdrawn,1421996,"$31,500",Residential Lot,3620 Cluster Ln.,Myrtle Beach,29579,,,,
withdrawn,1710764,"$31,800",Residential Lot,1500 Southern Crest Dr.,Loris,29569,,,,
withdrawn,1421671,"$31,900",Manufactured with Land,3797 Mayfield Dr.,Conway,29526,4,2,0,$14
withdrawn,913326,"$31,900",Residential Lot,168 Swallow Tail Ct.,Little River,29566,,,,
withdrawn,1905114,"$31,900",Industrial Lot,3798 Highway 111,Little River,29566,,,,
withdrawn,921074,"$31,900",Residential Lot,Lot 160 Covington Lake East,Myrtle Beach,29579,,,,
withdrawn,1113236,"$31,900",Residential Lot,1016 James Island Ave.,North Myrtle Beach,29582,,,,
withdrawn,1721358,"$31,900",Residential Lot,305 Beaufain Dr.,Myrtle Beach,29579,,,,
withdrawn,917313,"$31,900",Manufactured Leased Land,880 Old Magnolia Dr.,Conway,29526,3,2,0,$0
withdrawn,1106126,"$31,900",Manufactured Leased Land,2004 Highway 15,Myrtle Beach,29577,3,2,0,$185
withdrawn,1105210,"$31,900",Detached,331 Circle Heights Dr.,Loris,29569,3,1,0,$0
withdrawn,2220116,"$31,900",Garage,3951 Gladiola Ct.,Myrtle Beach,29588,,,,
withdrawn,1016338,"$31,999",Residential Lot,00 Coney Rd.,Longs,29568,,,,
withdrawn,1504115,"$32,000",Condo,2511 S Ocean Blvd.,Myrtle Beach,29577,2,2,0,$70
withdrawn,1617998,"$32,000",Office,1504-1506 Azalea Dr.,Surfside Beach,29575,,,,
withdrawn,1318429,"$32,000",Residential Lot,lot 4 Waterbridge Blvd.,Myrtle Beach,29579,,,,
withdrawn,2410619,"$32,000",Garage,62 Magnolia Lake Dr.,Myrtle Beach,29577,,,,
withdrawn,1612423,"$32,000",Acreage,Highway 90,Longs,29568,,,,
withdrawn,1403446,"$32,000",Residential Lot,Lot 125 Waterfall Circle,Little River,29566,,,,
withdrawn,1710424,"$32,000",Residential Lot,Lot 21 Spencerswood Dr.,Conway,29526,,,,
withdrawn,1018490,"$32,000",Manufactured Leased Land,536 Folly Estates Dr.,Myrtle Beach,29588,3,2,0,
withdrawn,1009800,"$32,000",Residential Lot,Lot 3 Daniel Rd.,Conway,29527,,,,
withdrawn,1009802,"$32,000",Residential Lot,Lot 4 Daniel Rd.,Conway,29527,,,,
withdrawn,2123820,"$32,000",Manufactured Leased Land,3378 Price Park Ln,Conway,29526,2,2,0,$0
withdrawn,2319085,"$32,000",Condo,2908 N Ocean Blvd.,North Myrtle Beach,29582,3,2,0,$225
withdrawn,1304156,"$32,000",Condo,7000 N Ocean Blvd.,Myrtle Beach,29572,Efficiency,1,0,$514
withdrawn,1005997,"$32,000",Detached,6223 Highway 389,Nichols,29581,3,1,0,
withdrawn,1602085,"$32,000",Residential Lot,Lot 663 E Isle of Palms Dr.,Myrtle Beach,29579,,,,
withdrawn,1015762,"$32,000",Manufactured Lot,LOT 65 & 66 Barnfield Rd.,Conway,29526,,,,
withdrawn,2010551,"$32,000",Residential Lot,TBD Log Cabin Rd.,Loris,29569,,,,
withdrawn,1405765,"$32,000",Detached,907 Live Oak St.,Conway,29526,2,1,0,$0
withdrawn,1405512,"$32,000",Detached,2600 9th Ave. N,Conway,29527,3,1,0,$0
withdrawn,1521112,"$32,000",Detached,6638 Old Bucksville Rd.,Conway,29527,4,1,0,$0
withdrawn,2115457,"$32,000",Residential Lot,TBD Woodrow Ln.,Loris,29569,,,,
withdrawn,1417685,"$32,400",Residential Lot,TBD Boone Hall Dr.,Myrtle Beach,29579,,,,
withdrawn,1719657,"$32,500",Residential Lot,148 Watson Dr.,Longs,29568,,,,
withdrawn,1623328,"$32,500",Condo,307 Flagg St.,Myrtle Beach,29577,Efficiency,1,0,$280
withdrawn,1404677,"$32,500",Residential Lot,Lot 6 Royals Circle,Conway,29526,,,,
withdrawn,2002517,"$32,500",Residential Lot,117 Browns Hollow Ct.,Loris,29569,,,,
withdrawn,2002508,"$32,500",Residential Lot,120 Browns Hollow Ct.,Loris,29569,,,,
withdrawn,922221,"$32,500",Manufactured Leased Land,2900 Aiken Rd.,Garden City Beach,29576,2,1,0,
withdrawn,1818291,"$32,500",Acreage,TBD Highway 19,Conway,29526,,,,
withdrawn,1707469,"$32,500",Residential Lot,732 Crystal Water Way,Myrtle Beach,29579,,,,
withdrawn,1811046,"$32,500",Manufactured Leased Land,79 Princess Dr.,North Myrtle Beach,29582,2,1,0,$395
withdrawn,1523080,"$32,500",Commercial - Do Not Use,3432 Waccamaw Blvd.,Myrtle Beach,29579,,,,
withdrawn,1114262,"$32,500",Condo,3697 Clay Pond Village Ln.,Myrtle Beach,29579,2,2,0,$185
withdrawn,1712045,"$32,500",Residential Lot,Lot 8 Cates Bay Hwy.,Conway,29527,,,,
withdrawn,1900564,"$32,500",Manufactured Lot,1.8 Acres Bunyan Ln.,Conway,29527,,,,
withdrawn,1302150,"$32,500",Residential Lot,TBD Barona Dr.,Myrtle Beach,29579,,,,
withdrawn,1918806,"$32,500",Acreage,Old Bucksville Rd.,Conway,29527,,,,
withdrawn,1510319,"$32,692",Residential Lot,LOT 163 West Palm Dr.,Myrtle Beach,29579,,,,
withdrawn,1800360,"$32,900",Multi-Family Lot,802 S 5th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1722617,"$32,900",Acreage,TBD Mount Pisgah Cemetery Rd.,Conway,29526,,,,
withdrawn,1400768,"$32,900",Residential Lot,3995 Highway 813,Conway,29526,,,,
withdrawn,1015111,"$32,900",Residential Lot,112 Swallow Tail Ct.,Little River,29566,,,,
withdrawn,2007571,"$32,900",Residential Lot,TBD Missouria Ln.,Conway,29526,,,,
withdrawn,1503615,"$32,900",Residential Lot,Lot 134 Clandon Dr.,Myrtle Beach,29579,,,,
withdrawn,1009535,"$32,900",Residential Lot,LOT 196 Heather Lakes Dr.,Little River,29566,,,,
withdrawn,1503754,"$32,900",Residential Lot,349 N Bar Ct.,Myrtle Beach,29579,,,,
withdrawn,1310372,"$32,900",Residential Lot,Lot 93 Phase 1 Sago Plantation,Myrtle Beach,29579,,,,
withdrawn,1900325,"$32,900",Residential Lot,TBD Jamestown Landing Rd.,Murrells Inlet,29576,,,,
withdrawn,1900322,"$32,900",Residential Lot,TBD Kings Crossing Dr.,Murrells Inlet,29576,,,,
withdrawn,1400320,"$32,900",Manufactured Leased Land,11140 McDowell Short Cut Rd.,Murrells Inlet,29576,3,2,0,$0
withdrawn,1903482,"$32,900",Manufactured Lot,876 Meadowbrook Dr.,Conway,29526,,,,
withdrawn,1819846,"$32,900",Manufactured Leased Land,104 Village Ct.,Murrells Inlet,29576,2,2,0,$447
withdrawn,1014698,"$32,900",Manufactured Leased Land,249 East Bear Grass Rd.,Longs,29568,3,2,0,
withdrawn,1312295,"$32,900",Manufactured Leased Land,103 Crooked Island Circle,Murrells Inlet,29576,3,2,0,$0
withdrawn,911030,"$32,900",Residential Lot,TBA Sunmeadow Dr.,Conway,29526,,,,
withdrawn,919524,"$32,900",Residential Lot,Lot 26 Sunmeadow Dr.,Conway,29526,,,,
