category,mls_number,price,property_type,address,city,zip,bedrooms,full_baths,half_baths,hoa_monthly
withdrawn,2407885,$17,Office,2451 Highway 501,Conway,29526,,,,
withdrawn,818659,$18,Office,8203 Nigels Dr.,Myrtle Beach,29572,,,,
withdrawn,1501492,$18,Office,8171 Rourk St.,Myrtle Beach,29572,,,,
withdrawn,1515704,$18,Retail,6613 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,1522348,$18,Retail,2686 North Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,2111952,$18,Retail,3080 Highway 90,Conway,29526,,,,
withdrawn,1218772,$18,Commercial Lot - Lease,Seaboard St.,Myrtle Beach,29577,,,,
withdrawn,1408213,$18,Commercial - Do Not Use,5046 Highway 17 Bypass,Myrtle Beach,29577,,,,
withdrawn,2224843,$18,Office,3816 Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,2209887,$20,Office,4502 Highway 17 Bypass,Myrtle Beach,29588,,,,
withdrawn,1315310,$20,Office,210 Village Center Blvd.,Myrtle Beach,29579,,,,
withdrawn,2104443,$20,Retail,TBD Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,920391,$21,Office,1144 Shine Ave.,Myrtle Beach,29577,,,,
withdrawn,1711534,$22,Retail,10589 N Kings Hwy.,North Myrtle Beach,29582,,,,
withdrawn,1921651,$23,Retail,11920 Highway 707,Murrells Inlet,29576,,,,
withdrawn,1813134,$24,Retail,1571 N Highway 17 Business,North Myrtle Beach,29582,,,,
withdrawn,1117071,$25,Retail,706-708 N Ocean Blvd.,Myrtle Beach,29577,,,,
withdrawn,1611855,$25,Retail,TBD Wachesaw Rd.,Murrells Inlet,29576,,,,
withdrawn,2508065,$36,Office,3583 Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,1201199,$240,Boat Slip - Sale,4396 Baldwin Ave.,Little River,29566,,,,
withdrawn,2005355,$250,Office,1500 Highway 17 Business,Surfside Beach,29575,,,,
withdrawn,2222150,$250,Office,Spa Dr.,Little River,29566,,,,
withdrawn,2000989,$250,Office,1032 Highway 9 Business E,Loris,29569,,,,
withdrawn,1607120,$250,Retail,4673 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1808867,$295,Office,2411 N Oak St.,Myrtle Beach,29577,,,,
withdrawn,1502884,$300,Office,5187 Horry Dr.,Murrells Inlet,29576,,,,
withdrawn,1404279,$300,Office,1119 Third Ave.,Conway,29526,,,,
withdrawn,1815311,$300,Office,1032 E Highway 9 Business E,Loris,29569,,,,
withdrawn,2022845,$350,Office,1012 NW 16th Ave. N,Surfside Beach,29575,,,,
withdrawn,1601764,$350,Office,11661 Highway 707,Murrells Inlet,29576,,,,
withdrawn,1414289,$350,Office,289 Highway 90,Little River,29566,,,,
withdrawn,1012512,$350,Office,2120 Sea Mountain Hwy.,North Myrtle Beach,29582,,,,
withdrawn,2213102,$350,Office,1603 Hwy 17 S,North Myrtle Beach,29582,,,,
withdrawn,1101233,$350,Office,1720 Mill Pond Rd.,Conway,29526,,,,
withdrawn,1505419,$350,Office,3015 Drywall Dr.,Myrtle Beach,29577,,,,
withdrawn,2411638,$375,Office,1012 NW 16th Ave.,Surfside Beach,29575,,,,
withdrawn,1616386,$400,Office,3700 Palmetto Pointe Blvd.,Myrtle Beach,29588,,,,
withdrawn,1809820,$400,Commercial - Do Not Use,5276 S Hwy 17 S,Murrells Inlet,29576,,,,
withdrawn,1019299,$400,Office,4728 Northgate Blvd.,Myrtle Beach,29577,,,,
withdrawn,813603,$400,Office,11915 Plaza Dr.,Murrells Inlet,29576,,,,
withdrawn,1201395,$425,Commercial - Do Not Use,555 Rainbow Dr.,Garden City Beach,29576,,,,
withdrawn,2019159,$425,Commercial Lot - Lease,4644 Katie Lynn Ct.,Murrells Inlet,29576,,,,
withdrawn,1211036,$432,Commercial - Do Not Use,503 Robert M Grissom Pkwy.,Myrtle Beach,29577,,,,
withdrawn,1602935,$437,Office,7400 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,2223222,$450,Office,17-C Highway 17 Business South,Surfside Beach,29575,,,,
withdrawn,2316674,$450,Office,17 Hwy 17 S,Surfside Beach,29575,,,,
withdrawn,1319504,$450,Office,1087 Redi Mix Rd.,Little River,29566,,,,
withdrawn,1816076,$450,Industrial,2325 Old Sanders Dr.,Little River,29566,,,,
withdrawn,1211398,$450,Office,4390 Spa Dr.,Little River,29566,,,,
withdrawn,2314226,$450,Office,100 Sutter Dr.,Surfside Beach,29575,,,,
withdrawn,2403114,$450,Boat Slip - Lease,Slip #2 Mariners Pointe,Little River,29566,,,,
withdrawn,1924378,$450,Retail,1203 Highway 501,Conway,29526,,,,
withdrawn,2200964,$450,Office,9708 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,1217290,$475,Commercial - Do Not Use,11772 Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,1114916,$500,Commercial - Do Not Use,811 8th Ave. S,Surfside Beach,29575,,,,
withdrawn,917047,$500,Office,291-C East Foxfire Plaza,Little River,29566,,,,
withdrawn,2108154,$500,Office,1000 2nd Ave. S,North Myrtle Beach,29582,,,,
withdrawn,1014550,$500,Commercial - Do Not Use,1203 Highway 501 Business,Conway,29526,,,,
withdrawn,1508374,$500,Commercial - Do Not Use,1825 Lone Star St.,Conway,29526,,,,
withdrawn,814583,$500,Acreage,TBD Highway 9 Bypass,Loris,29569,,,,
withdrawn,910557,$500,Office,1200  N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1314296,$550,Commercial - Do Not Use,1580 Highway 9 E,Longs,29568,,,,
withdrawn,1901763,$550,Office,1016 N 2nd Ave. N,North Myrtle Beach,29582,,,,
withdrawn,1307010,$550,Office,1110 London St.,Myrtle Beach,29577,,,,
withdrawn,2206732,$575,Commercial Lot - Lease,9240 Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,1421551,$600,Commercial - Do Not Use,3691 Palmetto Pointe Blvd.,Myrtle Beach,29588,,,,
withdrawn,1515118,$600,Retail,3663 N Highway 701,Conway,29526,,,,
withdrawn,1601682,$600,Special Use,318 N 3rd Ave. S,Myrtle Beach,29577,,,,
withdrawn,2002463,$600,Commercial Lot - Lease,809/811 Surfside Dr.,Surfside Beach,29575,,,,
withdrawn,1118370,$600,Commercial - Do Not Use,2310 Highway 9 E,Longs,29568,,,,
withdrawn,2318503,$600,Office,920 Mount Gilead Dr.,Murrells Inlet,29576,,,,
withdrawn,1022041,$600,Office,550 Forestbrook Rd.,Myrtle Beach,29579,,,,
withdrawn,1102658,$600,Commercial - Do Not Use,9261 Highway 707,Myrtle Beach,29588,,,,
withdrawn,2416266,$600,Office,1310 Azalea Ct.,Myrtle Beach,29577,,,,
withdrawn,1714659,$600,Office,1039 N 44th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1106857,$600,Commercial - Do Not Use,1590 Executive Ave.,Myrtle Beach,29577,,,,
withdrawn,1801931,$600,Office,606 N 16th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1310931,$600,Commercial - Do Not Use,9th Ave. N,Aynor,29511,,,,
withdrawn,1504711,$600,Commercial - Do Not Use,4050 Socastee Blvd.,Myrtle Beach,29577,,,,
withdrawn,1201673,$625,Office,618 Chestnut Rd.,Myrtle Beach,29572,,,,
withdrawn,1404127,$650,Commercial - Do Not Use,1580-2 E Highway 9 E,Longs,29568,,,,
withdrawn,2226511,$650,Boat Slip - Lease,4396 Mariner's Pointe,Little River,29566,,,,
withdrawn,2010939,$650,Industrial,889 Inlet Square Dr.,Murrells Inlet,29576,,,,
withdrawn,2413922,$650,Office,4481 Oleander Dr.,Myrtle Beach,29577,,,,
withdrawn,2008395,$650,Office,4325 Dick Pond Dr.,Myrtle Beach,29588,,,,
withdrawn,913997,$675,Commercial - Do Not Use,1200 Glenns Bay Rd.,Surfside Beach,29575,,,,
withdrawn,913919,$675,Office,1019 Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,2505368,$700,Industrial,2352 E Hwy 9,Longs,29568,,,,
withdrawn,1708989,$700,Retail,4650 Ocean Hwy.,Murrells Inlet,29576,,,,
withdrawn,1811285,$700,Office,208 Elm St.,Conway,29526,,,,
withdrawn,921842,$725,Office,125 Atlantic Ave.,Murrells Inlet,29576,,,,
withdrawn,2017147,$725,Office,3721 Wesley St.,Myrtle Beach,29579,,,,
withdrawn,1104956,$730,Commercial - Do Not Use,3401 Highway 17 Business South,Murrells Inlet,29576,,,,
withdrawn,821552,$733,Retail,520  S Highway 17 Business South,Surfside Beach,29575,,,,
withdrawn,1100056,$735,Retail,2109  S Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,2013689,$750,Office,1504 Azalea Dr.,Surfside Beach,29575,,,,
withdrawn,1400526,$750,Retail,1455 Highway 17,Little River,29566,,,,
withdrawn,809408,$750,Commercial - Do Not Use,117 Elk Dr.,Murrells Inlet,29576,,,,
withdrawn,827224,$750,Commercial - Do Not Use,4315 MAGNUM ST.,Little River,29566,,,,
withdrawn,1209924,$750,Retail,Socastee Blvd.,Myrtle Beach,29577,,,,
withdrawn,1118509,$750,Office,3100 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1104249,$750,Commercial - Do Not Use,8062 Moss Creek Rd.,Myrtle Beach,29588,,,,
withdrawn,1117556,$775,Special Use,4745 Wild Iris Dr.,Myrtle Beach,29577,,,,
withdrawn,1519017,$785,Commercial - Do Not Use,4924 Highway 17 Bypass,Myrtle Beach,29588,,,,
withdrawn,1207812,$800,Commercial - Do Not Use,1120 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,2501297,$800,Business,481B E Hwy 9,Longs,29568,,,,
withdrawn,1214554,$800,Commercial - Do Not Use,938-B Highway 501,Myrtle Beach,29577,,,,
withdrawn,1106831,$800,Retail,321B Highway 17 Business North,Surfside Beach,29575,,,,
withdrawn,1212274,$800,Retail,2126 Highway 9 E,Longs,29568,,,,
withdrawn,914043,$800,Office,11036 Highway 707,Murrells Inlet,29576,,,,
withdrawn,1619504,$800,Commercial - Do Not Use,3334 Highway 17 South,Murrells Inlet,29576,,,,
withdrawn,1612379,$800,Commercial - Do Not Use,334 Highway 17 Business South,Murrells Inlet,29576,,,,
withdrawn,1523569,$800,Commercial - Do Not Use,3334 Highway 17 Business South,Murrells Inlet,29576,,,,
withdrawn,1818952,$800,Retail,9898 Merry Ln.,Murrells Inlet,29576,,,,
withdrawn,920590,$800,Retail,3574 S Highway 17 Business,Murrells Inlet,29576,,,,
withdrawn,2514575,$800,Boat Slip - Lease,4626 Lightkeepers Way,Little River,29566,,,,
withdrawn,1515941,$800,Retail,604-4 Seaboard St.,Myrtle Beach,29577,,,,
withdrawn,1009965,$800,Industrial,363 Strand Industrial Dr.,Little River,29566,,,,
withdrawn,1823531,$800,Commercial - Do Not Use,568 George Bishop Pkwy.,Myrtle Beach,29579,,,,
withdrawn,1217752,$800,Office,1304/1306 Oak St.,Myrtle Beach,29577,,,,
withdrawn,1010084,$800,Commercial - Do Not Use,101 Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1202457,$800,Commercial - Do Not Use,806 Hewitt Pl.,Myrtle Beach,29577,,,,
withdrawn,1404760,$800,Commercial - Do Not Use,4674 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,2109244,$800,Office,216 Elm St.,Conway,29526,,,,
withdrawn,1505614,$800,Office,2798-C Howard Ave.,Myrtle Beach,29577,,,,
withdrawn,1004079,$818,Office,4745 Highway 17 Bypass,Myrtle Beach,29577,,,,
withdrawn,907295,$828,Commercial - Do Not Use,2159 Highway 544,Conway,29526,,,,
withdrawn,1104505,$834,Commercial - Do Not Use,4476 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1113450,$845,Commercial - Do Not Use,4514 Old Kings Hwy.,Murrells Inlet,29576,,,,
withdrawn,1004290,$850,Detached,930 Tiffany Ct.,Conway,29526,2,1,0,
withdrawn,1703338,$850,Commercial - Do Not Use,1320 Highway 501 Business,Conway,29526,,,,
withdrawn,903646,$850,Office,1600 North Oak St.,Myrtle Beach,29579,,,,
withdrawn,2017153,$850,Office,9714 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,1510051,$855,Office,6200 Red Bluff Rd.,Loris,29569,,,,
withdrawn,1407285,$875,Commercial - Do Not Use,3326 Highway 17 Business South,Murrells Inlet,29576,,,,
withdrawn,1108468,$900,Condo,5060 Windsor Green Way,Myrtle Beach,29579,3,2,0,
withdrawn,2120443,$900,Office,1508 Azalea Dr.,Surfside Beach,29575,,,,
withdrawn,1421734,$900,Commercial - Do Not Use,205 N Highway 17 North,North Myrtle Beach,29582,,,,
withdrawn,1213713,$900,Commercial - Do Not Use,9751 Moose Dr.,Murrells Inlet,29576,,,,
withdrawn,1620976,$900,Retail,1706 Mill Pond Rd.,Conway,29526,,,,
withdrawn,1100368,$900,Retail,8724 Highway 707,Myrtle Beach,29588,,,,
withdrawn,1305347,$900,Office,312 N 79th Ave. N,Myrtle Beach,29572,,,,
withdrawn,1719660,$900,Condo,2700 N Ocean Blvd.,Myrtle Beach,29577,Efficiency,1,0,$352
withdrawn,2204284,$900,Office,2105 Cromley Circle,Myrtle Beach,29577,,,,
withdrawn,1503956,$933,Commercial - Do Not Use,3268 Waccamaw Blvd.,Myrtle Beach,29579,,,,
withdrawn,1022164,$950,Office,401 Broadway St.,Myrtle Beach,29577,,,,
withdrawn,1310995,$950,Commercial - Do Not Use,1560 Highway 9 E,Longs,29568,,,,
withdrawn,1113371,$950,Office,1500 Highway 17 North,Surfside Beach,29575,,,,
withdrawn,1600620,$950,Condo,4497 Girvan Dr.,Myrtle Beach,29579,2,2,0,$279
withdrawn,1002704,$950,Office,631 Bellamy Ave.,Murrells Inlet,29576,,,,
withdrawn,1406912,$950,Office,1529 Mulberry St.,Little River,29566,,,,
withdrawn,1320373,$950,Commercial - Do Not Use,1350 W Highway 501 Business,Conway,29526,,,,
withdrawn,1306642,$950,Detached,163 Edwards Rd.,Loris,29569,4,2,0,$0
withdrawn,1610530,$960,Retail,2111-4 S Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,1610529,$960,Retail,2111-3 S Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,1520515,$975,Office,11057 B Highway 707,Murrells Inlet,29576,,,,
withdrawn,1922780,$995,Office,1310 N Azalea Ct.,Myrtle Beach,29577,,,,
withdrawn,1822507,$995,Retail,4983 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1603671,$995,Retail,4989 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1603668,$995,Retail,4973 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1603666,$995,Retail,4971 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,729201,"$1,000",Commercial - Do Not Use,10764 Highway 707,Myrtle Beach,29588,,,,
withdrawn,1218266,"$1,000",Special Use,4727 Highway 17 Bypass,Myrtle Beach,29577,,,,
withdrawn,910533,"$1,000",Office,1111  N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1609071,"$1,000",Retail,310 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,917830,"$1,000",Commercial - Do Not Use,120 Wetlands Dr.,Conway,29526,,,,
withdrawn,1422065,"$1,000",Special Use,3.09 Acres E Highway 9,Little River,29566,,,,
withdrawn,1313807,"$1,000",Industrial,3031 Bashor Rd.,Conway,29526,,,,
withdrawn,1612676,"$1,000",Detached,400 39th Ave. N,Myrtle Beach,29577,6,4,0,$600
withdrawn,1407696,"$1,000",Townhouse,791 Wilshire Ln.,Murrells Inlet,29576,2,2,1,$270
withdrawn,1514116,"$1,000",Office,1113 44th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1113047,"$1,000",Special Use,5000 S Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,1021724,"$1,000",Office,2102 Sea Mountain Hwy.,North Myrtle Beach,29582,,,,
withdrawn,1107194,"$1,000",Office,4226 Mayfair St.,Myrtle Beach,29577,,,,
withdrawn,904536,"$1,000",Commercial - Do Not Use,710 5th Ave. S,North Myrtle Beach,29582,,,,
withdrawn,1721091,"$1,000",Office,4006 Postal Way,Myrtle Beach,29579,,,,
withdrawn,1624588,"$1,000",Retail,3009 S 30th Ave. S,North Myrtle Beach,29582,,,,
withdrawn,2410489,"$1,000",Office,5001 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1906964,"$1,000",Office,1925 Mr. Joe White Ave.,Myrtle Beach,29577,,,,
withdrawn,809773,"$1,000",Commercial - Do Not Use,1512 Executive Ave.,Myrtle Beach,29577,,,,
withdrawn,1103722,"$1,000",Office,111 Waccamaw Medical Park Dr.,Conway,29526,,,,
withdrawn,2522054,"$1,000",Acreage,TBD Highway 746,Loris,29569,,,,
withdrawn,2015021,"$1,000",Industrial,5082 Lafon Ln.,Myrtle Beach,29588,,,,
withdrawn,1216295,"$1,000",Retail,1119 3rd Ave. S,Conway,29526,,,,
withdrawn,1110383,"$1,000",Retail,2507 Forestbrook Rd.,Myrtle Beach,29588,,,,
withdrawn,1321021,"$1,000",Office,971http://ccar1 N Kings Hwy.,Myrtle Beach,29588,,,,
withdrawn,1407692,"$1,000",Townhouse,1025 Carolina Rd.,Conway,29526,3,2,0,$208
withdrawn,1321009,"$1,000",Office,9711 N Kings Hwy.,Myrtle Beach,29588,,,,
withdrawn,2007664,"$1,000",Retail,209 Highway 701 North,Loris,29569,,,,
withdrawn,1906176,"$1,000",Office,4504 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,2519307,"$1,000",Office,3983 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,905428,"$1,000",Commercial - Do Not Use,3931 Mega Dr.,Myrtle Beach,29588,,,,
withdrawn,1414455,"$1,000",Office,926-A Iris St.,Myrtle Beach,29577,,,,
withdrawn,1706173,"$1,000",Retail,9776 N Kings Rd.,Myrtle Beach,29572,,,,
withdrawn,1715706,"$1,000",Retail,981 Hackler St.,Myrtle Beach,29577,,,,
withdrawn,1209567,"$1,008",Office,1500 N Highway 17 North,Surfside Beach,29575,,,,
withdrawn,923897,"$1,008",Commercial - Do Not Use,804 Inlet Square Dr.,Murrells Inlet,29576,,,,
withdrawn,1105439,"$1,027",Commercial - Do Not Use,4897 Highway 17 Bypass,Myrtle Beach,29577,,,,
withdrawn,1200076,"$1,050",Commercial - Do Not Use,10764 Highway 707,Murrells Inlet,29576,,,,
withdrawn,2018017,"$1,050",Industrial,115 Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,2110612,"$1,050",Retail,4981 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,2110588,"$1,050",Retail,4959 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1207122,"$1,050",Townhouse,926 D Iris St.,Myrtle Beach,29577,1,1,0,$0
withdrawn,1013069,"$1,050",Commercial - Do Not Use,4050 Highway 707,Myrtle Beach,29588,,,,
withdrawn,2414096,"$1,050",Office,350 Hilton Rd.,Myrtle Beach,29572,,,,
withdrawn,1109821,"$1,100",Commercial - Do Not Use,10799 Highway 707,Murrells Inlet,29576,,,,
withdrawn,1912965,"$1,100",Commercial - Do Not Use,415 Broadway St.,Myrtle Beach,29577,,,,
withdrawn,2215229,"$1,100",Special Use,710 Sandy Ln.,Surfside Beach,29575,,,,
withdrawn,1118065,"$1,100",Detached,1105 Lochwood Ln.,Conway,29526,3,2,0,$0
withdrawn,1708749,"$1,100",Office,3248 Holmestown Rd.,Myrtle Beach,29588,,,,
withdrawn,1304413,"$1,100",Commercial - Do Not Use,2421 S Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,1519535,"$1,100",Retail,1814 Highway 17,North Myrtle Beach,29582,,,,
withdrawn,716482,"$1,100",Commercial - Do Not Use,4691 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1510591,"$1,100",Office,101 - C Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1510133,"$1,100",Office,101-C Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,711771,"$1,100",Commercial - Do Not Use,4683 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1600624,"$1,100",Detached,4182 Six Pointe Covey,Myrtle Beach,29588,3,2,0,$29
withdrawn,1020275,"$1,145",Office,4728 Jenn Dr.,Myrtle Beach,29577,,,,
withdrawn,2320977,"$1,150",Special Use,4013 Thomas Rd.,Little River,29566,,,,
withdrawn,2319102,"$1,150",Retail,11810 Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,906851,"$1,150",Retail,671 Jamestowne Dr.,Murrells Inlet,29576,,,,
withdrawn,1517293,"$1,185",Office,1015 Surfpine Dr.,Surfside Beach,29575,,,,
withdrawn,1204495,"$1,195",Detached,2015 Saltwater St.,Myrtle Beach,29588,3,2,0,$40
withdrawn,1716198,"$1,200",Retail,1252 S 3rd Ave. S,Myrtle Beach,29577,,,,
withdrawn,2100534,"$1,200",Retail,1101 3rd Ave. S,Myrtle Beach,29577,,,,
withdrawn,1716197,"$1,200",Retail,1256 S 3rd Ave. S,Myrtle Beach,29577,,,,
withdrawn,1902645,"$1,200",Retail,313 Highway 17 Business North,Surfside Beach,29575,,,,
withdrawn,1304299,"$1,200",Commercial - Do Not Use,313 N Highway 17 Business North,Surfside Beach,29575,,,,
withdrawn,1907577,"$1,200",Retail,799 S Highway 17 Business,Surfside Beach,29575,,,,
withdrawn,1104522,"$1,200",Commercial - Do Not Use,1102 Spring Ave.,Surfside Beach,29575,,,,
withdrawn,1219491,"$1,200",Condo,4934 Crab Pond Ct.,Myrtle Beach,29579,4,3,0,$235
withdrawn,1202008,"$1,200",Retail,117 Rivertown Blvd.,Conway,29526,,,,
withdrawn,1100110,"$1,200",Office,870 Inlet Square Dr.,Murrells Inlet,29576,,,,
withdrawn,2405155,"$1,200",Office,5178 Horry Dr.,Murrells Inlet,29576,,,,
withdrawn,1516088,"$1,200",Retail,3079 Highway 701,Conway,29526,,,,
withdrawn,917385,"$1,200",Office,9403 Highway 707,Myrtle Beach,29588,,,,
withdrawn,1619342,"$1,200",Commercial - Do Not Use,1703 Highway 544,Conway,29526,,,,
withdrawn,2428423,"$1,200",Office,1301 48th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1103770,"$1,200",Commercial - Do Not Use,409 Highway 17 South,North Myrtle Beach,29582,,,,
withdrawn,1824728,"$1,200",Retail,5319 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1412387,"$1,200",Office,409 21st Ave. N,Myrtle Beach,29577,,,,
withdrawn,2004903,"$1,200",Office,710 17th Ave. S,North Myrtle Beach,29582,,,,
withdrawn,1621820,"$1,200",Office,220 Elm St.,Conway,29526,,,,
withdrawn,1600650,"$1,200",Townhouse,328 Kiskadee Loop,Conway,29526,3,3,0,$284
withdrawn,2224732,"$1,200",Office,1207 - A Grainger Rd.,Conway,29527,,,,
withdrawn,906158,"$1,200",Office,901 Highway 701 North,Loris,29568,,,,
withdrawn,2304748,"$1,200",Condo,3555 Highway 544,Conway,29526,2,2,0,$250
withdrawn,1003112,"$1,200",Retail,11900 Grandhaven Dr.,Murrells Inlet,29576,,,,
withdrawn,1107591,"$1,250",Detached with HPR,4693 Farm Lake Dr.,Myrtle Beach,29579,4,3,0,
withdrawn,1404405,"$1,250",Office,700 Gardner Lacy Rd.,Myrtle Beach,29579,,,,
withdrawn,1405787,"$1,250",Commercial - Do Not Use,121 Gateway Rd.,Myrtle Beach,29579,,,,
withdrawn,1210557,"$1,250",Commercial - Do Not Use,2229 N Highway 17,Little River,29566,,,,
withdrawn,1004360,"$1,250",Commercial - Do Not Use,4214 Mayfair St.,Myrtle Beach,29577,,,,
withdrawn,1825482,"$1,250",Commercial - Do Not Use,TBD Highway 90,Conway,29526,,,,
withdrawn,1011769,"$1,250",Office,1004 29th Ave. N,Myrtle Beach,29577,,,,
withdrawn,1821506,"$1,250",Commercial - Do Not Use,316 Main St.,Conway,29526,,,,
withdrawn,1821508,"$1,250",Commercial - Do Not Use,318 Main St.,Conway,29526,,,,
withdrawn,1521489,"$1,250",Office,100 Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1116198,"$1,250",Office,205 Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1415275,"$1,250",Commercial - Do Not Use,3901 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1807747,"$1,275",Office,819 Coggin Ct.,Myrtle Beach,29579,,,,
withdrawn,1420574,"$1,275",Commercial - Do Not Use,9713 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,2004024,"$1,275",Business,1028 Third Ave.,Conway,29526,,,,
withdrawn,1915425,"$1,292",Retail,4999 Carolina Forest Blvd.,Myrtle Beach,29579,,,,
withdrawn,1302857,"$1,295",Retail,4505 Socastee Blvd.,Myrtle Beach,29588,,,,
withdrawn,1907249,"$1,300",Retail,700 S Hwy 17 S,Surfside Beach,29575,,,,
withdrawn,1423183,"$1,300",Commercial - Do Not Use,11655 Highway 707,Murrells Inlet,29576,,,,
withdrawn,1501301,"$1,300",Commercial - Do Not Use,2274 Glenns Bay Rd.,Surfside Beach,29575,,,,
withdrawn,1808915,"$1,300",Office,5182D Horry Dr.,Murrells Inlet,29576,,,,
withdrawn,1712445,"$1,300",Retail,606 Seaboard St.,Myrtle Beach,29577,,,,
withdrawn,1619092,"$1,300",Office,3710 Mishoe Rd.,Loris,29569,,,,
withdrawn,2315498,"$1,307",Industrial,3041 Ricks Industrial Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1506941,"$1,325",Commercial - Do Not Use,760 Highway 17 Business South,Surfside Beach,29575,,,,
withdrawn,902939,"$1,333",Retail,9630  N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,1904804,"$1,350",Office,520 Hwy 17 S,Surfside Beach,29575,,,,
withdrawn,2121153,"$1,350",Office,1311 13th Ave.,Conway,29526,,,,
withdrawn,2000581,"$1,350",Industrial,3931-7 Mega Dr.,Myrtle Beach,29588,,,,
withdrawn,1518545,"$1,359",Retail,1782 Highway 17 North,Surfside Beach,29575,,,,
withdrawn,803903,"$1,367",Retail,3100 Highway 17 Business South,Murrells Inlet,29576,,,,
withdrawn,2124006,"$1,370",Industrial,2238 Highway 643,Myrtle Beach,29577,,,,
withdrawn,903296,"$1,372",Office,9654 Lake Arrowhead Rd.,Myrtle Beach,29572,,,,
withdrawn,2106298,"$1,375",Retail,5023 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,813984,"$1,375",Commercial - Do Not Use,4620 Dick Pond Rd.,Myrtle Beach,29588,,,,
withdrawn,1818904,"$1,395",Commercial - Do Not Use,1800 Highway 9 W,Longs,29568,,,,
withdrawn,1206140,"$1,400",Special Use,404 3rd Ave. S,Myrtle Beach,29577,,,,
withdrawn,1714351,"$1,400",Office,4012 Postal Way,Myrtle Beach,29579,,,,
withdrawn,1415385,"$1,400",Commercial - Do Not Use,4108 Carolina Commercial Dr.,Myrtle Beach,29579,,,,
withdrawn,1105481,"$1,400",Detached,1420 Bohicket Ct.,Myrtle Beach,29579,3,2,0,
withdrawn,1624658,"$1,400",Office,4545-C Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,1808907,"$1,400",Office,5178A Horry Dr.,Murrells Inlet,29576,,,,
withdrawn,2017794,"$1,400",Office,400 Waccamaw River Rd.,Myrtle Beach,29588,,,,
withdrawn,1910094,"$1,400",Industrial,115-B Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,1111215,"$1,400",Commercial - Do Not Use,112 Prather Park Dr.,Myrtle Beach,29588,,,,
withdrawn,903638,"$1,427",Commercial - Do Not Use,2411  N Oak St.,Myrtle Beach,29577,,,,
